"assay_component_name"	"technological_target_type_sub"	"chnm"	"casn"	"Efficacy/potency"	"stkc"	"stkc_unit"	"apid"	"rowi"	"coli"	"wllt"	"wllq"	"conc"	"rval"
CEETOX_H295R_PROG	Progesterone	(+/-)-cis-Permethrin	"61949-76-6"	intermediate	100.0	mM	"10Jun2015.Plate.38"	3	6	t	1	33.33333333	1.18
CEETOX_H295R_PROG	Progesterone	(+/-)-cis-Permethrin	"61949-76-6"	intermediate	100.0	mM	"10Jun2015.Plate.38"	3	7	t	1	33.33333333	1.35
CEETOX_H295R_PROG	Progesterone	(+/-)-cis-Permethrin	"61949-76-6"	intermediate	100.0	mM	"03Sep2014.Plate.18"	2	9	t	1	100.0	0.31
CEETOX_H295R_PROG	Progesterone	(+/-)-cis-Permethrin	"61949-76-6"	intermediate	100.0	mM	"10Jun2015.Plate.38"	2	6	t	1	100.0	1.38
CEETOX_H295R_PROG	Progesterone	(+/-)-cis-Permethrin	"61949-76-6"	intermediate	100.0	mM	"03Sep2014.Plate.18"	2	8	t	1	100.0	0.36
CEETOX_H295R_PROG	Progesterone	(+/-)-cis-Permethrin	"61949-76-6"	intermediate	100.0	mM	"10Jun2015.Plate.38"	2	7	t	1	100.0	1.37
CEETOX_H295R_PROG_noMTC	Progesterone	(E)-beta-Damascone	"23726-91-2"	intermediate	100.0	mM	"04112017.Plate.21"	7	4	t	1	0.412	0.83
CEETOX_H295R_PROG_noMTC	Progesterone	(E)-beta-Damascone	"23726-91-2"	intermediate	100.0	mM	"04112017.Plate.21"	7	5	t	1	0.412	0.81
CEETOX_H295R_PROG_noMTC	Progesterone	(E)-beta-Damascone	"23726-91-2"	intermediate	100.0	mM	"04112017.Plate.21"	6	4	t	1	1.235	0.9
CEETOX_H295R_PROG_noMTC	Progesterone	(E)-beta-Damascone	"23726-91-2"	intermediate	100.0	mM	"04112017.Plate.21"	6	5	t	1	1.235	0.85
CEETOX_H295R_PROG_noMTC	Progesterone	(E)-beta-Damascone	"23726-91-2"	intermediate	100.0	mM	"04112017.Plate.21"	5	5	t	1	3.704	0.97
CEETOX_H295R_PROG_noMTC	Progesterone	(E)-beta-Damascone	"23726-91-2"	intermediate	100.0	mM	"04112017.Plate.21"	5	4	t	1	3.704	0.9
CEETOX_H295R_PROG_noMTC	Progesterone	(E)-beta-Damascone	"23726-91-2"	intermediate	100.0	mM	"04112017.Plate.21"	4	4	t	1	11.111	1.64
CEETOX_H295R_PROG_noMTC	Progesterone	(E)-beta-Damascone	"23726-91-2"	intermediate	100.0	mM	"04112017.Plate.21"	4	5	t	1	11.111	1.59
CEETOX_H295R_PROG_noMTC	Progesterone	(E)-beta-Damascone	"23726-91-2"	intermediate	100.0	mM	"04112017.Plate.21"	3	4	t	1	33.333	2.59
CEETOX_H295R_PROG_noMTC	Progesterone	(E)-beta-Damascone	"23726-91-2"	intermediate	100.0	mM	"04112017.Plate.21"	3	5	t	1	33.333	2.64
CEETOX_H295R_PROG_noMTC	Progesterone	(E)-beta-Damascone	"23726-91-2"	intermediate	100.0	mM	"04112017.Plate.21"	2	4	t	1	100.0	2.96
CEETOX_H295R_PROG_noMTC	Progesterone	(E)-beta-Damascone	"23726-91-2"	intermediate	100.0	mM	"04112017.Plate.21"	2	5	t	1	100.0	3.06
CEETOX_H295R_PROG	Progesterone	"1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)-3-isoquinolinecarboxamide"	"85532-75-8"	intermediate	12.713043295818826	mM	"09Apr2014.Plate.10"	7	9	t	1	0.052263374	0.3
CEETOX_H295R_PROG	Progesterone	"1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)-3-isoquinolinecarboxamide"	"85532-75-8"	intermediate	12.713043295818826	mM	"09Apr2014.Plate.10"	7	8	t	1	0.052263374	0.28
CEETOX_H295R_PROG	Progesterone	"1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)-3-isoquinolinecarboxamide"	"85532-75-8"	intermediate	12.713043295818826	mM	"09Apr2014.Plate.10"	6	8	t	1	0.156790123	0.36
CEETOX_H295R_PROG	Progesterone	"1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)-3-isoquinolinecarboxamide"	"85532-75-8"	intermediate	12.713043295818826	mM	"09Apr2014.Plate.10"	6	9	t	1	0.156790123	0.39
CEETOX_H295R_PROG	Progesterone	"1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)-3-isoquinolinecarboxamide"	"85532-75-8"	intermediate	12.713043295818826	mM	"09Apr2014.Plate.10"	5	9	t	1	0.47037037	0.38
CEETOX_H295R_PROG	Progesterone	"1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)-3-isoquinolinecarboxamide"	"85532-75-8"	intermediate	12.713043295818826	mM	"09Apr2014.Plate.10"	5	8	t	1	0.47037037	0.36
CEETOX_H295R_PROG	Progesterone	"1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)-3-isoquinolinecarboxamide"	"85532-75-8"	intermediate	12.713043295818826	mM	"09Apr2014.Plate.10"	4	9	t	1	1.411111111	0.34
CEETOX_H295R_PROG	Progesterone	"1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)-3-isoquinolinecarboxamide"	"85532-75-8"	intermediate	12.713043295818826	mM	"09Apr2014.Plate.10"	4	8	t	1	1.411111111	0.38
CEETOX_H295R_PROG	Progesterone	"1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)-3-isoquinolinecarboxamide"	"85532-75-8"	intermediate	12.713043295818826	mM	"09Apr2014.Plate.10"	3	8	t	1	4.233333333	0.55
CEETOX_H295R_PROG	Progesterone	"1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)-3-isoquinolinecarboxamide"	"85532-75-8"	intermediate	12.713043295818826	mM	"09Apr2014.Plate.10"	3	9	t	1	4.233333333	0.59
CEETOX_H295R_PROG	Progesterone	"1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)-3-isoquinolinecarboxamide"	"85532-75-8"	intermediate	12.713043295818826	mM	"09Apr2014.Plate.10"	2	9	t	1	12.7	0.84
CEETOX_H295R_PROG	Progesterone	"1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)-3-isoquinolinecarboxamide"	"85532-75-8"	intermediate	12.713043295818826	mM	"09Apr2014.Plate.10"	2	8	t	1	12.7	0.82
CEETOX_H295R_PROG	Progesterone	"1,​2-​Benzenediol"	"120-80-9"	intermediate	100.0999984741211	mM	"10Jun2015.Plate.16"	7	8	t	1	0.041333333	1.18
CEETOX_H295R_PROG	Progesterone	"1,​2-​Benzenediol"	"120-80-9"	intermediate	100.0999984741211	mM	"10Jun2015.Plate.16"	7	9	t	1	0.041333333	1.26
CEETOX_H295R_PROG	Progesterone	"1,​2-​Benzenediol"	"120-80-9"	intermediate	100.0999984741211	mM	"10Jun2015.Plate.16"	6	8	t	1	0.123666667	1.19
CEETOX_H295R_PROG	Progesterone	"1,​2-​Benzenediol"	"120-80-9"	intermediate	100.0999984741211	mM	"10Jun2015.Plate.16"	6	9	t	1	0.123666667	1.31
CEETOX_H295R_PROG	Progesterone	"1,​2-​Benzenediol"	"120-80-9"	intermediate	100.0999984741211	mM	"10Jun2015.Plate.16"	5	8	t	1	0.370666667	1.14
CEETOX_H295R_PROG	Progesterone	"1,​2-​Benzenediol"	"120-80-9"	intermediate	100.0999984741211	mM	"10Jun2015.Plate.16"	5	9	t	1	0.370666667	1.38
CEETOX_H295R_PROG	Progesterone	"1,​2-​Benzenediol"	"120-80-9"	intermediate	100.0999984741211	mM	"10Jun2015.Plate.16"	4	9	t	1	1.112333333	1.37
CEETOX_H295R_PROG	Progesterone	"1,​2-​Benzenediol"	"120-80-9"	intermediate	100.0999984741211	mM	"10Jun2015.Plate.16"	4	8	t	1	1.112333333	1.39
CEETOX_H295R_PROG	Progesterone	"1,​2-​Benzenediol"	"120-80-9"	intermediate	100.0999984741211	mM	"10Jun2015.Plate.16"	3	9	t	1	3.336666667	1.51
CEETOX_H295R_PROG	Progesterone	"1,​2-​Benzenediol"	"120-80-9"	intermediate	100.0999984741211	mM	"10Jun2015.Plate.16"	3	8	t	1	3.336666667	1.47
CEETOX_H295R_PROG	Progesterone	"1,​2-​Benzenediol"	"120-80-9"	intermediate	100.0999984741211	mM	"10Jun2015.Plate.16"	2	8	t	1	10.01	1.87
CEETOX_H295R_PROG	Progesterone	"1,​2-​Benzenediol"	"120-80-9"	intermediate	100.0999984741211	mM	"10Jun2015.Plate.16"	2	9	t	1	10.01	1.85
CEETOX_H295R_PROG	Progesterone	"1,3-Phenylenedi(4-aminophenyl ether)"	"2479-46-1"	higher	100.0	mM	"03Sep2014.Plate.9"	7	5	t	1	0.041	0.3
CEETOX_H295R_PROG	Progesterone	"1,3-Phenylenedi(4-aminophenyl ether)"	"2479-46-1"	higher	100.0	mM	"03Sep2014.Plate.9"	7	4	t	1	0.041	0.26
CEETOX_H295R_PROG	Progesterone	"1,3-Phenylenedi(4-aminophenyl ether)"	"2479-46-1"	higher	100.0	mM	"03Sep2014.Plate.9"	6	4	t	1	0.123333333	0.28
CEETOX_H295R_PROG	Progesterone	"1,3-Phenylenedi(4-aminophenyl ether)"	"2479-46-1"	higher	100.0	mM	"03Sep2014.Plate.9"	6	5	t	1	0.123333333	0.27
CEETOX_H295R_PROG	Progesterone	"1,3-Phenylenedi(4-aminophenyl ether)"	"2479-46-1"	higher	100.0	mM	"03Sep2014.Plate.9"	5	5	t	1	0.370333333	0.31
CEETOX_H295R_PROG	Progesterone	"1,3-Phenylenedi(4-aminophenyl ether)"	"2479-46-1"	higher	100.0	mM	"03Sep2014.Plate.9"	5	4	t	1	0.370333333	0.29
CEETOX_H295R_PROG	Progesterone	"1,3-Phenylenedi(4-aminophenyl ether)"	"2479-46-1"	higher	100.0	mM	"03Sep2014.Plate.9"	4	4	t	1	1.111	0.29
CEETOX_H295R_PROG	Progesterone	"1,3-Phenylenedi(4-aminophenyl ether)"	"2479-46-1"	higher	100.0	mM	"03Sep2014.Plate.9"	4	5	t	1	1.111	0.36
CEETOX_H295R_PROG	Progesterone	"1,3-Phenylenedi(4-aminophenyl ether)"	"2479-46-1"	higher	100.0	mM	"03Sep2014.Plate.9"	3	4	t	1	3.333333333	0.56
CEETOX_H295R_PROG	Progesterone	"1,3-Phenylenedi(4-aminophenyl ether)"	"2479-46-1"	higher	100.0	mM	"03Sep2014.Plate.9"	3	5	t	1	3.333333333	0.53
CEETOX_H295R_PROG	Progesterone	"1,3-Phenylenedi(4-aminophenyl ether)"	"2479-46-1"	higher	100.0	mM	"03Sep2014.Plate.9"	2	4	t	1	10.0	1.09
CEETOX_H295R_PROG	Progesterone	"1,3-Phenylenedi(4-aminophenyl ether)"	"2479-46-1"	higher	100.0	mM	"03Sep2014.Plate.9"	2	5	t	1	10.0	1.22
CEETOX_H295R_PROG	Progesterone	"1,4-Benzenediamine"	"106-50-3"	lower	100.0	mM	"09Apr2014.Plate.30"	7	7	t	1	0.411522634	0.32
CEETOX_H295R_PROG	Progesterone	"1,4-Benzenediamine"	"106-50-3"	lower	100.0	mM	"09Apr2014.Plate.30"	7	6	t	1	0.411522634	0.38
CEETOX_H295R_PROG	Progesterone	"1,4-Benzenediamine"	"106-50-3"	lower	100.0	mM	"09Apr2014.Plate.30"	6	6	t	1	1.234567901	0.43
CEETOX_H295R_PROG	Progesterone	"1,4-Benzenediamine"	"106-50-3"	lower	100.0	mM	"09Apr2014.Plate.30"	6	7	t	1	1.234567901	0.41
CEETOX_H295R_PROG	Progesterone	"1,4-Benzenediamine"	"106-50-3"	lower	100.0	mM	"09Apr2014.Plate.30"	5	6	t	1	3.703703704	0.41
CEETOX_H295R_PROG	Progesterone	"1,4-Benzenediamine"	"106-50-3"	lower	100.0	mM	"09Apr2014.Plate.30"	5	7	t	1	3.703703704	0.36
CEETOX_H295R_PROG	Progesterone	"1,4-Benzenediamine"	"106-50-3"	lower	100.0	mM	"09Apr2014.Plate.30"	4	6	t	1	11.11111111	0.46
CEETOX_H295R_PROG	Progesterone	"1,4-Benzenediamine"	"106-50-3"	lower	100.0	mM	"09Apr2014.Plate.30"	4	7	t	1	11.11111111	0.49
CEETOX_H295R_PROG	Progesterone	"1,4-Benzenediamine"	"106-50-3"	lower	100.0	mM	"09Apr2014.Plate.30"	3	7	t	1	33.33333333	0.58
CEETOX_H295R_PROG	Progesterone	"1,4-Benzenediamine"	"106-50-3"	lower	100.0	mM	"09Apr2014.Plate.30"	3	6	t	1	33.33333333	0.66
CEETOX_H295R_PROG	Progesterone	"1,4-Benzenediamine"	"106-50-3"	lower	100.0	mM	"09Apr2014.Plate.30"	2	7	t	1	100.0	0.49
CEETOX_H295R_PROG	Progesterone	"1,4-Benzenediamine"	"106-50-3"	lower	100.0	mM	"09Apr2014.Plate.30"	2	6	t	1	100.0	0.49
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"10Jun2015.Plate.35"	7	4	t	1	0.020576132	0.79
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"10Jun2015.Plate.35"	7	5	t	1	0.020576132	0.89
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"03Sep2014.Plate.15"	7	6	t	1	0.020576132	0.39
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"03Sep2014.Plate.15"	7	7	t	1	0.020576132	0.32
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"10Jun2015.Plate.35"	6	4	t	1	0.061666667	0.89
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"10Jun2015.Plate.35"	6	5	t	1	0.061666667	0.98
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"03Sep2014.Plate.15"	6	7	t	1	0.061666667	0.3
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"03Sep2014.Plate.15"	6	6	t	1	0.061666667	0.21
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"03Sep2014.Plate.15"	5	7	t	1	0.185185185	0.48
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"03Sep2014.Plate.15"	5	6	t	1	0.185185185	0.53
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"10Jun2015.Plate.35"	5	4	t	1	0.185185185	0.97
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"10Jun2015.Plate.35"	5	5	t	1	0.185185185	0.91
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"10Jun2015.Plate.35"	4	4	t	1	0.555555556	1.04
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"10Jun2015.Plate.35"	4	5	t	1	0.555555556	1.14
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"03Sep2014.Plate.15"	4	6	t	1	0.555555556	0.65
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"03Sep2014.Plate.15"	4	7	t	1	0.555555556	0.65
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"10Jun2015.Plate.35"	3	5	t	1	1.666666667	1.96
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"03Sep2014.Plate.15"	3	7	t	1	1.666666667	0.58
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"03Sep2014.Plate.15"	3	6	t	1	1.666666667	0.69
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"10Jun2015.Plate.35"	3	4	t	1	1.666666667	1.76
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"03Sep2014.Plate.15"	2	7	t	1	5.0	0.44
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"03Sep2014.Plate.15"	2	6	t	1	5.0	0.56
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"10Jun2015.Plate.35"	2	4	t	1	5.0	1.59
CEETOX_H295R_PROG	Progesterone	"1,4-Bis(butylamino)anthracene-9,10-dione"	"17354-14-2"	higher	5.0	mM	"10Jun2015.Plate.35"	2	5	t	1	5.0	1.56
CEETOX_H295R_PROG	Progesterone	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	7	8	t	1	0.205761317	0.36
CEETOX_H295R_PROG	Progesterone	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	7	9	t	1	0.205761317	0.42
CEETOX_H295R_PROG	Progesterone	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	6	9	t	1	0.617283951	0.35
CEETOX_H295R_PROG	Progesterone	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	6	8	t	1	0.617283951	0.39
CEETOX_H295R_PROG	Progesterone	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	5	8	t	1	1.851851852	0.53
CEETOX_H295R_PROG	Progesterone	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	5	9	t	1	1.851851852	0.51
CEETOX_H295R_PROG	Progesterone	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	4	9	t	1	5.555555556	0.59
CEETOX_H295R_PROG	Progesterone	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	4	8	t	1	5.555555556	0.53
CEETOX_H295R_PROG	Progesterone	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	3	9	t	1	16.66666667	0.5
CEETOX_H295R_PROG	Progesterone	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	3	8	t	1	16.66666667	0.49
CEETOX_H295R_PROG	Progesterone	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	2	9	t	1	50.0	0.42
CEETOX_H295R_PROG	Progesterone	"1,4-Diaminoanthraquinone"	"128-95-0"	intermediate	50.0	mM	"09Apr2014.Plate.16"	2	8	t	1	50.0	0.47
CEETOX_H295R_PROG	Progesterone	"1,4-Dihydroxy-2-naphthoic acid"	"31519-22-9"	higher	100.0	mM	"09Apr2014.Plate.25"	7	6	t	1	0.004115226	0.31
CEETOX_H295R_PROG	Progesterone	"1,4-Dihydroxy-2-naphthoic acid"	"31519-22-9"	higher	100.0	mM	"09Apr2014.Plate.25"	7	7	t	1	0.004115226	0.33
CEETOX_H295R_PROG	Progesterone	"1,4-Dihydroxy-2-naphthoic acid"	"31519-22-9"	higher	100.0	mM	"09Apr2014.Plate.25"	6	7	t	1	0.012345679	0.3
CEETOX_H295R_PROG	Progesterone	"1,4-Dihydroxy-2-naphthoic acid"	"31519-22-9"	higher	100.0	mM	"09Apr2014.Plate.25"	6	6	t	1	0.012345679	0.36
CEETOX_H295R_PROG	Progesterone	"1,4-Dihydroxy-2-naphthoic acid"	"31519-22-9"	higher	100.0	mM	"09Apr2014.Plate.25"	5	6	t	1	0.037037037	0.35
CEETOX_H295R_PROG	Progesterone	"1,4-Dihydroxy-2-naphthoic acid"	"31519-22-9"	higher	100.0	mM	"09Apr2014.Plate.25"	5	7	t	1	0.037037037	0.38
CEETOX_H295R_PROG	Progesterone	"1,4-Dihydroxy-2-naphthoic acid"	"31519-22-9"	higher	100.0	mM	"09Apr2014.Plate.25"	4	6	t	1	0.111111111	0.42
CEETOX_H295R_PROG	Progesterone	"1,4-Dihydroxy-2-naphthoic acid"	"31519-22-9"	higher	100.0	mM	"09Apr2014.Plate.25"	4	7	t	1	0.111111111	0.4
CEETOX_H295R_PROG	Progesterone	"1,4-Dihydroxy-2-naphthoic acid"	"31519-22-9"	higher	100.0	mM	"09Apr2014.Plate.25"	3	7	t	1	0.333333333	0.49
CEETOX_H295R_PROG	Progesterone	"1,4-Dihydroxy-2-naphthoic acid"	"31519-22-9"	higher	100.0	mM	"09Apr2014.Plate.25"	3	6	t	1	0.333333333	0.45
CEETOX_H295R_PROG	Progesterone	"1,4-Dihydroxy-2-naphthoic acid"	"31519-22-9"	higher	100.0	mM	"09Apr2014.Plate.25"	2	6	t	1	1.0	0.79
CEETOX_H295R_PROG	Progesterone	"1,4-Dihydroxy-2-naphthoic acid"	"31519-22-9"	higher	100.0	mM	"09Apr2014.Plate.25"	2	7	t	1	1.0	0.86
CEETOX_H295R_PROG	Progesterone	"1,5-Naphthalenediamine"	"2243-62-1"	higher	99.9000015258789	mM	"09Apr2014.Plate.3"	7	9	t	1	0.041111111	0.41
CEETOX_H295R_PROG	Progesterone	"1,5-Naphthalenediamine"	"2243-62-1"	higher	99.9000015258789	mM	"09Apr2014.Plate.3"	7	8	t	1	0.041111111	0.43
CEETOX_H295R_PROG	Progesterone	"1,5-Naphthalenediamine"	"2243-62-1"	higher	99.9000015258789	mM	"09Apr2014.Plate.3"	6	9	t	1	0.123333333	0.47
CEETOX_H295R_PROG	Progesterone	"1,5-Naphthalenediamine"	"2243-62-1"	higher	99.9000015258789	mM	"09Apr2014.Plate.3"	6	8	t	1	0.123333333	0.42
CEETOX_H295R_PROG	Progesterone	"1,5-Naphthalenediamine"	"2243-62-1"	higher	99.9000015258789	mM	"09Apr2014.Plate.3"	5	8	t	1	0.37	0.58
CEETOX_H295R_PROG	Progesterone	"1,5-Naphthalenediamine"	"2243-62-1"	higher	99.9000015258789	mM	"09Apr2014.Plate.3"	5	9	t	1	0.37	0.57
CEETOX_H295R_PROG	Progesterone	"1,5-Naphthalenediamine"	"2243-62-1"	higher	99.9000015258789	mM	"09Apr2014.Plate.3"	4	9	t	1	1.11	0.72
CEETOX_H295R_PROG	Progesterone	"1,5-Naphthalenediamine"	"2243-62-1"	higher	99.9000015258789	mM	"09Apr2014.Plate.3"	4	8	t	1	1.11	0.7
CEETOX_H295R_PROG	Progesterone	"1,5-Naphthalenediamine"	"2243-62-1"	higher	99.9000015258789	mM	"09Apr2014.Plate.3"	3	9	t	1	3.33	1.36
CEETOX_H295R_PROG	Progesterone	"1,5-Naphthalenediamine"	"2243-62-1"	higher	99.9000015258789	mM	"09Apr2014.Plate.3"	3	8	t	1	3.33	1.24
CEETOX_H295R_PROG	Progesterone	"1,5-Naphthalenediamine"	"2243-62-1"	higher	99.9000015258789	mM	"09Apr2014.Plate.3"	2	9	t	1	9.99	2.51
CEETOX_H295R_PROG	Progesterone	"1,5-Naphthalenediamine"	"2243-62-1"	higher	99.9000015258789	mM	"09Apr2014.Plate.3"	2	8	t	1	9.99	2.67
CEETOX_H295R_PROG	Progesterone	"1,6-Hexanediol diacrylate"	"13048-33-4"	lower	20.0	mM	"10Jun2015.Plate.23"	7	8	t	1	0.082304527	0.98
